Tag,DeltaTime,STD
TestUnit:2,31,4.771849416201519
TestUnit:2,32,4.664675696219704
TestUnit:2,33,4.882959583786295
TestUnit:2,34,4.914280003652401
TestUnit:2,35,4.606915059428779
TestUnit:2,36,4.386329892049893
TestUnit:2,37,4.52582674808488
TestUnit:2,38,4.541171682062297
TestUnit:2,39,34.00003625467504
TestUnit:2,40,4.781295436607856
TestUnit:2,41,4.740326536440683
TestUnit:2,42,4.591432141685778
TestUnit:2,43,4.549181628238781
TestUnit:2,44,4.55079866809876
TestUnit:2,45,4.57024732551039
TestUnit:2,46,4.501085830825528
TestUnit:2,47,36.52673537143585
TestUnit:2,48,4.516900359436282
TestUnit:2,49,4.788264433762109
TestUnit:2,50,4.721117905905161
TestUnit:2,51,4.82281390369442
TestUnit:2,52,5.107100151644519
TestUnit:2,53,5.090790192396613
TestUnit:2,54,4.765608555731191
TestUnit:2,55,4.574036356109764
TestUnit:2,56,4.653991025343338
TestUnit:2,57,4.724536014892125
TestUnit:2,58,4.554499055856923
TestUnit:2,59,24.885561684286046
TestUnit:2,60,5.019397736671043
TestUnit:2,61,4.56529141658499
TestUnit:2,62,5.0427027269613625
TestUnit:2,63,18.079972418523354
TestUnit:2,64,4.98933686222339
TestUnit:2,65,4.975136682670299
TestUnit:2,66,5.3888271127521845
TestUnit:2,67,4.952046023511707
TestUnit:2,68,20.880921331717193
TestUnit:2,69,5.322520578078145
TestUnit:2,70,5.400890221951131
TestUnit:2,71,37.306351287468246
TestUnit:2,72,5.67010793316715
TestUnit:2,73,5.542063896655063
TestUnit:2,74,5.7810531467181105
TestUnit:2,75,5.758131980415984
TestUnit:2,76,42.101679735988675
TestUnit:2,77,5.70287754267181
TestUnit:2,78,6.3248959195092835
TestUnit:2,79,43.48763794724056
TestUnit:2,80,15.627268748756313
TestUnit:2,81,6.228212343154318
TestUnit:2,82,0.0
TestUnit:2,83,0.0
TestUnit:2,84,0.0
TestUnit:2,85,0.0
TestUnit:2,86,0.0
TestUnit:2,87,0.0
TestUnit:2,88,0.0
TestUnit:2,89,0.0
TestUnit:2,90,0.0
TestUnit:2,91,0.0
TestUnit:2,92,7.109148586336032
TestUnit:2,93,17.560444019905677
TestUnit:2,94,25.449077139512934
TestUnit:2,95,7.220371480432959
TestUnit:2,96,7.095781029687902
TestUnit:2,97,7.1610005077180565
TestUnit:2,98,7.1635765656052905
TestUnit:2,99,7.579300957003387
TestUnit:2,100,7.667533643303849
TestUnit:2,101,17.607930941830052
TestUnit:2,102,30.182260871366612
TestUnit:2,103,22.516419947297987
TestUnit:2,104,48.97220722280971
TestUnit:2,105,0.0
TestUnit:2,106,0.0
TestUnit:2,107,0.0
TestUnit:2,108,0.0
TestUnit:2,109,0.0
TestUnit:2,110,0.0
TestUnit:2,111,0.0
TestUnit:2,112,0.0
TestUnit:2,113,0.0
TestUnit:2,114,0.0
TestUnit:2,115,7.830768014175188
TestUnit:2,116,35.54951295172186
TestUnit:2,117,21.708302963740838
TestUnit:2,118,7.903518219158082
TestUnit:2,119,8.205884063228433
CitizenScientist:3,0,4.826987372965195
CitizenScientist:3,1,37.989152875241075
CitizenScientist:3,2,4.438710711206327
CitizenScientist:3,3,4.554789908559023
CitizenScientist:3,4,4.406105472194096
CitizenScientist:3,5,4.557015137112948
CitizenScientist:3,6,4.80374002313578
CitizenScientist:3,7,4.671004721473175
CitizenScientist:3,8,14.093196674829741
CitizenScientist:3,9,4.731758141328093
CitizenScientist:3,10,4.869392945154559
CitizenScientist:3,11,4.65042726697581
CitizenScientist:3,12,4.415145615092342
CitizenScientist:3,13,4.911151960614426
CitizenScientist:3,14,4.780514195379219
CitizenScientist:3,15,4.533679691289392
CitizenScientist:3,16,26.235845431794736
CitizenScientist:3,17,4.68175388550535
CitizenScientist:3,18,5.039219447383582
CitizenScientist:3,19,15.984469109573636
CitizenScientist:3,20,4.5632353965087775
CitizenScientist:3,21,4.682509483357016
CitizenScientist:3,22,4.7310047007369445
CitizenScientist:3,23,4.6265729724209255
CitizenScientist:3,24,4.613038210092973
CitizenScientist:3,25,4.625512150488958
CitizenScientist:3,26,4.538667885276417
CitizenScientist:3,27,4.442914450192395
CitizenScientist:3,28,4.762895912061883
CitizenScientist:3,29,4.397740502551029
CitizenScientist:3,30,4.650736492518094
CitizenScientist:3,31,4.685131912118443
CitizenScientist:3,32,4.873822863580041
CitizenScientist:3,33,4.545143079957324
CitizenScientist:3,34,4.610103638266232
CitizenScientist:3,35,4.716712471967088
CitizenScientist:3,36,4.796776663346407
CitizenScientist:3,37,4.58329545438893
CitizenScientist:3,38,4.8698968224931
CitizenScientist:3,39,41.7711595554526
CitizenScientist:3,40,4.57927092692955
CitizenScientist:3,41,41.24659716256594
CitizenScientist:3,42,4.581529737724543
CitizenScientist:3,43,4.878748954191504
CitizenScientist:3,44,4.68569018560042
CitizenScientist:3,45,4.722372546626938
CitizenScientist:3,46,4.7346810727979465
CitizenScientist:3,47,4.595166542744186
CitizenScientist:3,48,4.615793305544148
CitizenScientist:3,49,4.5634383019607565
CitizenScientist:3,50,4.6431542266911086
CitizenScientist:3,51,26.21165595548354
CitizenScientist:3,52,4.793344915442145
CitizenScientist:3,53,4.509044195000659
CitizenScientist:3,54,4.722726892967193
CitizenScientist:3,55,4.870403816249053
CitizenScientist:3,56,4.71276533602763
CitizenScientist:3,57,4.76151736120625
CitizenScientist:3,58,4.743036967632436
CitizenScientist:3,59,15.284988590591938
CitizenScientist:3,60,4.675031164928109
CitizenScientist:3,61,4.977313155605591
CitizenScientist:3,62,33.126286889405826
CitizenScientist:3,63,37.228561598584896
CitizenScientist:3,64,125.20519849171488
CitizenScientist:3,65,13.800782368583203
CitizenScientist:3,66,3.792608991888426
CitizenScientist:3,67,15.312418278632208
CitizenScientist:3,68,3.902037665976118
CitizenScientist:3,69,3.8636111024881488
CitizenScientist:3,70,4.230987379809708
CitizenScientist:3,71,33.250911730889385
CitizenScientist:3,72,27.549343033274567
CitizenScientist:3,73,4.316859715519815
CitizenScientist:3,74,45.7458768021969
CitizenScientist:3,75,4.459802939716137
CitizenScientist:3,76,4.772932389860404
CitizenScientist:3,77,4.673297591567997
CitizenScientist:3,78,8.802668184150445
CitizenScientist:3,79,5.133227094535961
CitizenScientist:3,80,5.0784130214312375
CitizenScientist:3,81,5.3079536569134085
CitizenScientist:3,82,5.40431939912231
CitizenScientist:3,83,39.56732110484325
CitizenScientist:3,84,15.571423708555871
CitizenScientist:3,85,5.682997082246907
CitizenScientist:3,86,28.13624633023026
CitizenScientist:3,87,5.794820058212413
CitizenScientist:3,88,6.067781025497022
CitizenScientist:3,89,22.878454687638026
CitizenScientist:3,90,6.3292208764346425
CitizenScientist:3,91,26.449701117713783
CitizenScientist:3,92,25.47205965164035
CitizenScientist:3,93,6.482745025999568
CitizenScientist:3,94,29.75820848759437
CitizenScientist:3,95,6.047239224207372
CitizenScientist:3,96,22.30642626982575
CitizenScientist:3,97,6.391908566626684
CitizenScientist:3,98,50.18901178593155
CitizenScientist:3,99,6.349241814415916
CitizenScientist:3,100,18.278033567722005
CitizenScientist:3,101,6.321214927916471
CitizenScientist:3,102,26.994656422891776
CitizenScientist:3,103,62.63743657364241
CitizenScientist:3,104,6.90520119525418
CitizenScientist:3,105,6.591678029554658
CitizenScientist:3,106,41.80732022260259
CitizenScientist:3,107,21.175348430295045
CitizenScientist:3,108,22.242350326528495
CitizenScientist:3,109,34.866479241972044
CitizenScientist:3,110,26.36955222075525
CitizenScientist:3,111,6.8292824306027216
CitizenScientist:3,112,7.379558884780071
CitizenScientist:3,113,7.45979893455319
CitizenScientist:3,114,29.906582656716463
CitizenScientist:3,115,7.071971004346205
CitizenScientist:3,116,19.92933613887823
CitizenScientist:3,117,43.363850745006744
CitizenScientist:3,118,7.179171765181379
CitizenScientist:3,119,7.635136289442021
ASWillhiem:4,0,3.4117373542949285
ASWillhiem:4,1,3.3239578799458815
ASWillhiem:4,2,3.236646057358958
ASWillhiem:4,3,3.1740894363580874
ASWillhiem:4,4,3.216349713323329
ASWillhiem:4,5,3.150283827601006
ASWillhiem:4,6,3.0166155101044065
ASWillhiem:4,7,3.367670081033972
ASWillhiem:4,8,3.1885646370184255
ASWillhiem:4,9,3.1119840045290146
ASWillhiem:4,10,3.2989850665220968
ASWillhiem:4,11,3.2446296441624547
ASWillhiem:4,12,3.197245149063468
ASWillhiem:4,13,2.9783552378518428
ASWillhiem:4,14,2.9903961503122742
ASWillhiem:4,15,3.2675449381515027
ASWillhiem:4,16,3.2655563116705486
ASWillhiem:4,17,3.2543059675216335
ASWillhiem:4,18,3.169724400918442
ASWillhiem:4,19,3.0716869008195915
ASWillhiem:4,20,33.15380103640428
ASWillhiem:4,21,3.2225766088644034
ASWillhiem:4,22,3.128029087496186
ASWillhiem:4,23,3.1430623066653083
ASWillhiem:4,24,3.097428991603309
ASWillhiem:4,25,3.157320515802311
ASWillhiem:4,26,3.1588570244025425
ASWillhiem:4,27,3.1989216812606567
ASWillhiem:4,28,3.046532130913994
ASWillhiem:4,29,3.1028648152519303
ASWillhiem:4,30,3.059567757234854
ASWillhiem:4,31,3.0776069823247933
ASWillhiem:4,32,3.3611337809152846
ASWillhiem:4,33,3.1545076018099154
ASWillhiem:4,34,3.2535344029395343
ASWillhiem:4,35,3.1763873706453154
ASWillhiem:4,36,3.22292108082247
ASWillhiem:4,37,3.06870403337377
ASWillhiem:4,38,23.343344279896957
ASWillhiem:4,39,3.12649686372606
ASWillhiem:4,40,3.1418606875937245
ASWillhiem:4,41,42.86850440574536
ASWillhiem:4,42,3.0557323181195044
ASWillhiem:4,43,3.192088201057943
ASWillhiem:4,44,3.1209637514162707
ASWillhiem:4,45,3.3332057267241497
ASWillhiem:4,46,3.2897978755127792
ASWillhiem:4,47,3.251476397797176
ASWillhiem:4,48,3.1554378768159013
ASWillhiem:4,49,3.021999774799609
ASWillhiem:4,50,3.137290337788367
ASWillhiem:4,51,3.2113919403343534
ASWillhiem:4,52,3.267920382528193
ASWillhiem:4,53,22.72828441478593
ASWillhiem:4,54,3.1856881802993158
ASWillhiem:4,55,3.0636606518193514
ASWillhiem:4,56,3.1045151601785306
ASWillhiem:4,57,39.11911237273335
ASWillhiem:4,58,3.2792182236044014
ASWillhiem:4,59,33.13113236657322
ASWillhiem:4,60,21.256890224182957
ASWillhiem:4,61,48.50338268379383
ASWillhiem:4,62,3.223110723114208
ASWillhiem:4,63,3.3787722972459813
ASWillhiem:4,64,3.3213607810079346
ASWillhiem:4,65,3.5721082096685994
ASWillhiem:4,66,3.6751032273707525
ASWillhiem:4,67,36.43166673951025
ASWillhiem:4,68,3.683024442169972
ASWillhiem:4,69,22.382622182171456
ASWillhiem:4,70,4.183312814578254
ASWillhiem:4,71,42.44663652857525
ASWillhiem:4,72,4.283056233049195
ASWillhiem:4,73,4.478933883758297
ASWillhiem:4,74,4.561999218245614
ASWillhiem:4,75,4.522549161357741
ASWillhiem:4,76,4.505781944415365
ASWillhiem:4,77,4.65855209858225
ASWillhiem:4,78,36.264492485182636
ASWillhiem:4,79,5.0537319372301654
ASWillhiem:4,80,5.877342133988613
ASWillhiem:4,81,23.142457659120765
ASWillhiem:4,82,5.596190358294859
ASWillhiem:4,83,5.448928480687148
ASWillhiem:4,84,34.96022246891895
ASWillhiem:4,85,5.764966807744558
ASWillhiem:4,86,49.36461102769283
ASWillhiem:4,87,6.180979265268844
ASWillhiem:4,88,5.915186542298928
ASWillhiem:4,89,5.967048341522682
ASWillhiem:4,90,6.087492477969805
ASWillhiem:4,91,31.70839186034016
ASWillhiem:4,92,33.261176470157544
ASWillhiem:4,93,14.260276218406279
ASWillhiem:4,94,15.935217587130106
ASWillhiem:4,95,14.623259926424808
ASWillhiem:4,96,31.69866819466032
ASWillhiem:4,97,16.9388258406102
ASWillhiem:4,98,6.452315001197625
ASWillhiem:4,99,21.073079534757895
ASWillhiem:4,100,41.151106734119274
ASWillhiem:4,101,6.856270282393149
ASWillhiem:4,102,8.976700773109432
ASWillhiem:4,103,6.5126380867517355
ASWillhiem:4,104,33.331240621537624
ASWillhiem:4,105,6.741836310644151
ASWillhiem:4,106,29.935796035797374
ASWillhiem:4,107,20.117255427502336
ASWillhiem:4,108,7.1509673671025205
ASWillhiem:4,109,7.0156179993794465
ASWillhiem:4,110,18.87029218125222
ASWillhiem:4,111,9.510081838239946
ASWillhiem:4,112,26.796413954215478
ASWillhiem:4,113,24.74613051946934
ASWillhiem:4,114,21.444474393619007
ASWillhiem:4,115,7.180450253124064
ASWillhiem:4,116,7.3670122377275336
ASWillhiem:4,117,12.353139221505538
ASWillhiem:4,118,6.915202878060133
ASWillhiem:4,119,7.4201528081451
CitizenScientist:5,0,3.2442871460872778
CitizenScientist:5,1,3.2795128493197248
CitizenScientist:5,2,3.1296355559102627
CitizenScientist:5,3,3.235721608885713
CitizenScientist:5,4,37.977183390068184
CitizenScientist:5,5,3.15502279408668
CitizenScientist:5,6,6.315850004373704
CitizenScientist:5,7,0.6554330747163274
CitizenScientist:5,8,0.641092576277424
CitizenScientist:5,9,0.6388528975369511
CitizenScientist:5,10,0.631444551977624
CitizenScientist:5,11,0.6791851849327242
CitizenScientist:5,12,0.6106371899727184
CitizenScientist:5,13,37.28045843269584
CitizenScientist:5,14,0.6482954263887285
CitizenScientist:5,15,0.6248184304161124
CitizenScientist:5,16,6.098904881212359
CitizenScientist:5,17,3.0552578642403803
CitizenScientist:5,18,3.0943419758035877
CitizenScientist:5,19,3.182405188648591
CitizenScientist:5,20,28.25975848790481
CitizenScientist:5,21,3.2788177272055603
CitizenScientist:5,22,3.132936459562885
CitizenScientist:5,23,3.1416687637756797
CitizenScientist:5,24,3.3532527126644593
CitizenScientist:5,25,3.1765415424994417
CitizenScientist:5,26,3.1201689059550723
CitizenScientist:5,27,3.264953775969536
CitizenScientist:5,28,3.145960539899727
CitizenScientist:5,29,3.2773153788649023
CitizenScientist:5,30,3.2942094852601307
CitizenScientist:5,31,3.133539934719934
CitizenScientist:5,32,3.305640780866251
CitizenScientist:5,33,3.2011065541401846
CitizenScientist:5,34,3.0407113456644144
CitizenScientist:5,35,3.089471963239588
CitizenScientist:5,36,4.609492888741453
CitizenScientist:5,37,0.634290151991642
CitizenScientist:5,38,0.6242662359389087
CitizenScientist:5,39,0.6328330748446102
CitizenScientist:5,40,6.035470579323154
CitizenScientist:5,41,3.128767430829451
CitizenScientist:5,42,3.271582695793328
CitizenScientist:5,43,3.3459255730141395
CitizenScientist:5,44,3.3259238931303314
CitizenScientist:5,45,3.2595958834576213
CitizenScientist:5,46,3.3334664133400516
CitizenScientist:5,47,3.2239474815099474
CitizenScientist:5,48,3.21348456329415
CitizenScientist:5,49,3.1412708514498275
CitizenScientist:5,50,3.058561939159357
CitizenScientist:5,51,3.2665961989285375
CitizenScientist:5,52,3.049676978007176
CitizenScientist:5,53,3.2769829417735052
CitizenScientist:5,54,3.07362495326719
CitizenScientist:5,55,3.2773889441066832
CitizenScientist:5,56,3.4280461664534703
CitizenScientist:5,57,3.4899292447499235
CitizenScientist:5,58,22.95823234237158
CitizenScientist:5,59,3.036092337622443
CitizenScientist:5,60,3.4950389224417737
CitizenScientist:5,61,6.768803426493215
CitizenScientist:5,62,1.2538337910648865
CitizenScientist:5,63,22.84679668599433
CitizenScientist:5,64,41.670000801418105
CitizenScientist:5,65,3.81906924230152
CitizenScientist:5,66,3.689895698476084
CitizenScientist:5,67,3.8049804407444467
CitizenScientist:5,68,34.558468339644655
CitizenScientist:5,69,31.72323917473585
CitizenScientist:5,70,4.151085280447622
CitizenScientist:5,71,4.187847197581762
CitizenScientist:5,72,25.78190179397718
CitizenScientist:5,73,4.365817051371823
CitizenScientist:5,74,4.531414744507072
CitizenScientist:5,75,4.4113310510066155
CitizenScientist:5,76,4.802886612468387
CitizenScientist:5,77,5.035465721151886
CitizenScientist:5,78,4.817314031491126
CitizenScientist:5,79,57.70864542607119
CitizenScientist:5,80,42.61473095451254
CitizenScientist:5,81,0.0
CitizenScientist:5,82,0.0
CitizenScientist:5,83,0.0
CitizenScientist:5,84,0.0
CitizenScientist:5,85,0.0
CitizenScientist:5,86,0.0
CitizenScientist:5,87,0.0
CitizenScientist:5,88,0.0
CitizenScientist:5,89,0.0
CitizenScientist:5,90,0.0
CitizenScientist:5,91,0.0
CitizenScientist:5,92,0.0
CitizenScientist:5,93,0.0
CitizenScientist:5,94,0.0
CitizenScientist:5,95,0.0
CitizenScientist:5,96,0.0
CitizenScientist:5,97,0.0
CitizenScientist:5,98,0.0
CitizenScientist:5,99,0.0
CitizenScientist:5,100,0.0
CitizenScientist:5,101,0.0
CitizenScientist:5,102,0.0
CitizenScientist:5,103,0.0
CitizenScientist:5,104,0.0
CitizenScientist:5,105,0.0
CitizenScientist:5,106,0.0
CitizenScientist:5,107,0.0
CitizenScientist:5,108,0.0
CitizenScientist:5,109,0.0
CitizenScientist:5,110,0.0
CitizenScientist:5,111,0.0
CitizenScientist:5,112,0.0
CitizenScientist:5,113,0.0
CitizenScientist:5,114,0.0
CitizenScientist:5,115,0.0
CitizenScientist:5,116,20.169327426100896
CitizenScientist:5,117,18.94420752309417
CitizenScientist:5,118,8.923131839495007
CitizenScientist:5,119,9.298458213281647
MySensor:6,0,1.9718779042161314
MySensor:6,1,1.8376795074827987
MySensor:6,2,27.089861141390656
MySensor:6,3,1.8381229522679707
MySensor:6,4,1.8231487947443505
MySensor:6,5,1.8041426095393778
MySensor:6,6,2.2015076203522748
MySensor:6,7,1.8454303632709714
MySensor:6,8,0.0
MySensor:6,9,0.0
MySensor:6,10,0.0
MySensor:6,11,0.0
MySensor:6,12,0.0
MySensor:6,13,0.0
MySensor:6,14,0.0
MySensor:6,15,0.0
MySensor:6,16,2.053895535264503
MySensor:6,17,1.8487352825815084
MySensor:6,18,1.9041357684501798
MySensor:6,19,1.891483104162798
MySensor:6,20,1.8762958485034047
MySensor:6,21,1.889149798156976
MySensor:6,22,1.8526674130047942
MySensor:6,23,19.87167670960673
MySensor:6,24,26.908767831100867
MySensor:6,25,1.9138848572768374
MySensor:6,26,1.8783837779548542
MySensor:6,27,1.9685367560389986
MySensor:6,28,1.8922350875467908
MySensor:6,29,1.8223069086012382
MySensor:6,30,1.9740132712476195
MySensor:6,31,1.7955363035271525
MySensor:6,32,1.862178383864804
MySensor:6,33,1.8631617019941609
MySensor:6,34,1.983881324077802
MySensor:6,35,1.8862394613504287
MySensor:6,36,2.304072062889452
MySensor:6,37,2.018009248136364
MySensor:6,38,0.0
MySensor:6,39,0.0
MySensor:6,40,2.0062246245178197
MySensor:6,41,2.2148449594597914
MySensor:6,42,1.9575111552273479
MySensor:6,43,1.9369095077876057
MySensor:6,44,1.9720089869076267
MySensor:6,45,2.0370014727535177
MySensor:6,46,2.0176994600562073
MySensor:6,47,1.9519379417376626
MySensor:6,48,1.9995365010761377
MySensor:6,49,2.010704378760198
MySensor:6,50,1.945523510111112
MySensor:6,51,1.9068544123765714
MySensor:6,52,1.981844679416965
MySensor:6,53,1.9866525097370311
MySensor:6,54,2.2723767266134196
MySensor:6,55,25.28610057823051
MySensor:6,56,0.0
MySensor:6,57,0.0
MySensor:6,58,0.0
MySensor:6,59,0.0
MySensor:6,60,0.0
MySensor:6,61,0.0
MySensor:6,62,0.0
MySensor:6,63,0.0
MySensor:6,64,0.0
MySensor:6,65,0.0
MySensor:6,66,0.0
MySensor:6,67,0.0
MySensor:6,68,0.0
MySensor:6,69,0.0
MySensor:6,70,0.0
MySensor:6,71,0.0
MySensor:6,72,0.0
MySensor:6,73,0.0
MySensor:6,74,0.0
MySensor:6,75,0.0
MySensor:6,76,0.0
MySensor:6,77,0.0
MySensor:6,78,0.0
MySensor:6,79,0.0
MySensor:6,80,0.0
MySensor:6,81,0.0
MySensor:6,82,0.0
MySensor:6,83,0.0
MySensor:6,84,0.0
MySensor:6,85,0.0
MySensor:6,86,0.0
MySensor:6,87,0.0
MySensor:6,88,0.0
MySensor:6,89,0.0
MySensor:6,90,0.0
MySensor:6,91,0.0
MySensor:6,92,0.0
MySensor:6,93,0.0
MySensor:6,94,0.0
MySensor:6,95,0.0
MySensor:6,96,0.0
MySensor:6,97,0.0
MySensor:6,98,0.0
MySensor:6,99,0.0
MySensor:6,100,0.0
MySensor:6,101,0.0
MySensor:6,102,0.0
MySensor:6,103,0.0
MySensor:6,104,0.0
MySensor:6,105,0.0
MySensor:6,106,0.0
MySensor:6,107,0.0
MySensor:6,108,0.0
MySensor:6,109,0.0
MySensor:6,110,0.0
MySensor:6,111,0.0
MySensor:6,112,0.0
MySensor:6,113,0.0
MySensor:6,114,0.0
MySensor:6,115,0.0
MySensor:6,116,0.0
MySensor:6,117,0.0
MySensor:6,118,0.0
MySensor:6,119,0.0
MySensor:7,0,3.3896310726977346
MySensor:7,1,3.3965226315726804
MySensor:7,2,3.328436187689351
MySensor:7,3,3.5030975831499225
MySensor:7,4,3.269750184396913
MySensor:7,5,3.4584505823567313
MySensor:7,6,3.428080923541053
MySensor:7,7,3.2639828895570226
MySensor:7,8,3.3916349491052795
MySensor:7,9,3.4426369773964
MySensor:7,10,3.2944262047731336
MySensor:7,11,3.390763043702682
MySensor:7,12,25.95502356801766
MySensor:7,13,3.331709843793075
MySensor:7,14,3.539766279213631
MySensor:7,15,3.5539273072975983
MySensor:7,16,3.4024459900444493
MySensor:7,17,3.461579218425324
MySensor:7,18,3.3363845168653894
MySensor:7,19,3.643304422348534
MySensor:7,20,3.33246860717883
MySensor:7,21,3.528205163842384
MySensor:7,22,3.2920740904038057
MySensor:7,23,3.5602952797961636
MySensor:7,24,3.539753067039516
MySensor:7,25,3.3382622152783474
MySensor:7,26,3.3939982464218663
MySensor:7,27,3.3403598588313357
MySensor:7,28,3.5615910146387604
MySensor:7,29,3.4728073403759194
MySensor:7,30,3.3446604919449565
MySensor:7,31,3.252986754094698
MySensor:7,32,3.2698323976029915
MySensor:7,33,3.442485945751576
MySensor:7,34,3.4952898354410067
MySensor:7,35,3.5065374504143385
MySensor:7,36,3.3170199769940756
MySensor:7,37,3.4850031439842697
MySensor:7,38,3.4075055025634224
MySensor:7,39,3.489288890286464
